Compound	Name	Formula	Mass	KEGG maps	KEGG CID
cpd08853	Tiamulin	C28H48NO4S	494	None	C12065
cpd08854	Valnemulin	C31H53N2O5S	565	None	C12066
cpd08855	2-Deoxy-2-dimethylamino-alpha-D-Glucose	C8H18NO5	208	None	C12067
cpd08856	GE2270A	C56H55N15O10S6	1289	None	C12068
cpd08857	3-Hydroxypropenoate	C3H3O3	87	None	C12069
cpd08858	Pulvomycin	C47H66O13	838	None	C12070
cpd08859	Gardneral	C20H22N2O2	322	None	C12072
cpd08860	11-Methoxy-vinorine	C22H24N2O3	364	None	C12073
cpd08861	NSC72114,<br>Tetraphyllicine	C20H25N2O	309	None	C12075
cpd08862	Deoxyanisatin	C15H20O7	312	None	C12076
cpd08863	8,13-Abietadien-18-oic acid,<br>NSC 148945,<br>Palustric acid	C20H29O2	301	None	C12077
cpd08864	Dehydroabietate,<br>Abieta-8,11,13-trien-18-oic acid,<br>13-Isopropylpodocarpa-8,11,13-trien-15-oic acid,<br>(-)-Dehydroabietic acid,<br>Dehydroabietic acid	C20H27O2	299	None	C12078
cpd08865	alpha-Arbutin	C12H16O7	272	None	C12079
cpd08866	Resistomycin	C22H16O6	376	None	C12080
cpd08867	Soyasaponin II	C47H75O17	911	None	C12081
cpd08868	beta-Fabatriose,<br>alpha-L-Rhamnopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->2)-beta- D-glucuronopyranoside	C18H29O16	501	None	C12082
cpd08869	(5Z,7E,9E,14Z,17Z)-Eicosapentaenoate,<br>(5Z,7E,9E,14Z,17Z)-Eicosapentaenoic acid	C20H29O2	301	None	C12083
cpd08870	Bis-noryangonin	C13H9O4	229	None	C12085
cpd08871	p-Coumaroyltriacetic acid lactone	C15H11O5	271	None	C12087
cpd08872	4-(p-Hydroxyphenyl)-3-buten-2-one,<br>p-Hydroxybenzalacetone,<br>4-Hydroxycinnamoylmethane	C10H10O2	162	None	C12088
cpd08873	NAC-Diketide	C15H17NO4S	307	None	C12089
cpd08874	Methylstyrylpyron	C14H11O4	243	None	C12090
cpd08875	Cerberoside	C42H66O18	858	None	C12091
cpd08876	N-Methylanthraniloyl-CoA	C29H40N8O17P3S	897	<a href=&#39;javascript:addTab("01058","Acridone alkaloid biosynthesis","keggMapTabs","build_map","pathway=01058&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Acridone alkaloid biosynthesis</a>	C12092
cpd08877	1,3-Dihydroxy-N-methylacridone	C14H11NO3	241	<a href=&#39;javascript:addTab("01058","Acridone alkaloid biosynthesis","keggMapTabs","build_map","pathway=01058&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Acridone alkaloid biosynthesis</a>	C12093
cpd08878	Cyanidin 3-O-(6-O-p-coumaroyl)glucoside	C30H25O13	593	<a href=&#39;javascript:addTab("00942","Anthocyanin biosynthesis","keggMapTabs","build_map","pathway=00942&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Anthocyanin biosynthesis</a>	C12095
cpd08879	Shisonin,<br>Cyanidin 3-O-(6-O-p-coumaroyl)glucoside-5-O-glucoside	C36H35O18	755	<a href=&#39;javascript:addTab("00942","Anthocyanin biosynthesis","keggMapTabs","build_map","pathway=00942&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Anthocyanin biosynthesis</a>	C12096
cpd08880	Ansatrienin A	C36H48N2O8	636	None	C12098
cpd08881	Asukamycin	C31H34N2O7	546	None	C12099
cpd08882	Cyclohexaneundecanoic acid,<br>omega-Cyclohexylundecanoic acid	C17H31O2	267	None	C12100
cpd08883	1-Cyclohexene-1-carboxylic acid,<br>1-Cyclohexenecarboxylic acid,<br>Cyclohex-1-enecarboxylic acid	C7H9O2	125	None	C12101
cpd08884	Ascomycin,<br>FK520	C43H69NO12	791	<a href=&#39;javascript:addTab("01052","Type I polyketide structures","keggMapTabs","build_map","pathway=01052&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Type I polyketide structures</a>	C12102
cpd08885	omega-Cycloheptylundecanoic acid	C18H33O2	281	None	C12103
cpd08886	Cycloheptanoic acid,<br>Cycloheptanecarboxylic acid	C8H13O2	141	None	C12104
cpd08887	Thiotropocin	C8H3O3S2	211	None	C12105
cpd08888	AminoDAHP	C7H13NO9P	286	<a href=&#39;javascript:addTab("01051","Biosynthesis of ansamycins","keggMapTabs","build_map","pathway=01051&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Biosynthesis of ansamycins</a>	C12106
cpd08889	3-Ahba,<br>3-Amino-5-hydroxybenzoic acid,<br>AHBA	C7H6NO3	152	<a href=&#39;javascript:addTab("01051","Biosynthesis of ansamycins","keggMapTabs","build_map","pathway=01051&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Biosynthesis of ansamycins</a>	C12107
cpd08890	5-Deoxy-5-amino-3-dehydroshikimic acid,<br>AminoDHS	C7H9NO4	171	<a href=&#39;javascript:addTab("01051","Biosynthesis of ansamycins","keggMapTabs","build_map","pathway=01051&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Biosynthesis of ansamycins</a>	C12108
cpd08891	5-Deoxy-5-amino-3-dehydroquinic acid,<br>AminoDHQ	C7H11NO5	189	<a href=&#39;javascript:addTab("01051","Biosynthesis of ansamycins","keggMapTabs","build_map","pathway=01051&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Biosynthesis of ansamycins</a>	C12109
cpd08892	3-Amino-2,3-dihydrobenzoic acid,<br>Gabaculine	C7H9NO2	139	None	C12110
cpd08893	Manumycin,<br>Manumycin A	C31H38N2O7	550	None	C12111
cpd08894	Valimon,<br>Validamycin,<br>Validacin,<br>Validamycin A	C20H36NO13	498	None	C12112
cpd08895	Valiolone	C7H12O6	192	None	C12113
cpd08896	4-Hydroxy-3-nitrosobenzamide	C7H5N2O3	165	None	C12114
cpd08897	3,4-AHBA,<br>3-Amino-4-hydroxybenzoic acid	C7H6NO3	152	None	C12115
cpd08898	Esmeraldic acid	C30H20N4O5	516	None	C12116
cpd08899	Saphenic acid	C15H11N2O3	267	None	C12117
cpd08900	Saphenic acid methyl ester	C16H14N2O3	282	None	C12118
cpd08901	Phenazine-1,6-dicarboxylate,<br>Phenazine-1,6-dicarboxylic acid	C14H6N2O4	266	None	C12119
cpd08902	6-Acetylphenazine-1-carboxylic acid,<br>6-Acetophenazine-1-carboxylic acid	C15H9N2O3	265	None	C12120
cpd08903	5-Deoxy-5-aminoshikimic acid	C7H11NO4	173	None	C12121
cpd08904	Luteoliflavan	C15H14O5	274	None	C12122
cpd08905	7,4&#39;-Dihydroxyflavone	C15H10O4	254	<a href=&#39;javascript:addTab("00943","Isoflavonoid biosynthesis","keggMapTabs","build_map","pathway=00943&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Isoflavonoid biosynthesis</a><br><br><a href=&#39;javascript:addTab("00941","Flavonoid biosynthesis","keggMapTabs","build_map","pathway=00941&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Flavonoid biosynthesis</a>	C12123
cpd08906	Apiforol	C15H14O5	274	<a href=&#39;javascript:addTab("00941","Flavonoid biosynthesis","keggMapTabs","build_map","pathway=00941&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Flavonoid biosynthesis</a>	C12124
cpd08907	Isoformononetin	C16H12O4	268	<a href=&#39;javascript:addTab("00943","Isoflavonoid biosynthesis","keggMapTabs","build_map","pathway=00943&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Isoflavonoid biosynthesis</a>	C12125
cpd08908	N-Acylsphinganine,<br>Dihydroceramide	C19H38NO3R	329	<a href=&#39;javascript:addTab("00600","Sphingolipid metabolism","keggMapTabs","build_map","pathway=00600&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Sphingolipid metabolism</a>	C12126
cpd08909	(+)-Gallocatechin	C15H14O7	306	<a href=&#39;javascript:addTab("00941","Flavonoid biosynthesis","keggMapTabs","build_map","pathway=00941&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Flavonoid biosynthesis</a>	C12127
cpd08910	epi-Afzelechin,<br>(-)-Epiafzelechin	C15H14O5	274	<a href=&#39;javascript:addTab("00941","Flavonoid biosynthesis","keggMapTabs","build_map","pathway=00941&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Flavonoid biosynthesis</a>	C12128
cpd08911	Anemone purple anthocyanin 1	C64H62O41	1486	None	C12129
cpd08912	Anemone blue anthocyanin 1	C57H58O34	1286	None	C12130
cpd08913	Anemone blue anthocyanin 2	C60H59O37	1371	None	C12131
cpd08914	Anemone blue anthocyanin 3	C64H62O42	1502	None	C12132
cpd08915	Anemone blue anthocyanin 4	C58H55O36	1327	None	C12133
cpd08916	2&#39;,4&#39;,5,7-Tetrahydroxyisoflavone,<br>2&#39;-Hydroxygenistein	C15H10O6	286	<a href=&#39;javascript:addTab("00943","Isoflavonoid biosynthesis","keggMapTabs","build_map","pathway=00943&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Isoflavonoid biosynthesis</a>	C12134
cpd08917	Dehydroferreirin,<br>2&#39;-Hydroxybiochanin A	C16H12O6	300	<a href=&#39;javascript:addTab("00943","Isoflavonoid biosynthesis","keggMapTabs","build_map","pathway=00943&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Isoflavonoid biosynthesis</a>	C12135
cpd08918	(-)-Epigallocatechin	C15H14O7	306	<a href=&#39;javascript:addTab("00941","Flavonoid biosynthesis","keggMapTabs","build_map","pathway=00941&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Flavonoid biosynthesis</a>	C12136
cpd08919	Pelargonidin 3-O-beta-D-glucoside,<br>Pelargonidin 3-glucoside,<br>Pelargonidin 3-O-glucoside	C21H19O10	431	<a href=&#39;javascript:addTab("00942","Anthocyanin biosynthesis","keggMapTabs","build_map","pathway=00942&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Anthocyanin biosynthesis</a>	C12137
cpd08920	Delphinidin 3-O-beta-D-glucoside,<br>Delphinidin 3-glucoside,<br>Mirtillin,<br>Delphinidin 3-O-glucoside	C21H18O12	462	<a href=&#39;javascript:addTab("00942","Anthocyanin biosynthesis","keggMapTabs","build_map","pathway=00942&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Anthocyanin biosynthesis</a>	C12138
cpd08921	Petunidin 3-glucoside,<br>Petunidin 3-O-glucoside	C22H21O12	477	<a href=&#39;javascript:addTab("00942","Anthocyanin biosynthesis","keggMapTabs","build_map","pathway=00942&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Anthocyanin biosynthesis</a>	C12139
cpd08922	Malvidin-3-glucoside,<br>Enin,<br>Malvidin 3-O-glucoside	C23H23O12	491	<a href=&#39;javascript:addTab("00942","Anthocyanin biosynthesis","keggMapTabs","build_map","pathway=00942&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Anthocyanin biosynthesis</a>	C12140
cpd08923	Peonidin-3-glucoside,<br>Peonidin 3-O-glucoside	C22H21O11	461	<a href=&#39;javascript:addTab("00942","Anthocyanin biosynthesis","keggMapTabs","build_map","pathway=00942&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Anthocyanin biosynthesis</a>	C12141
cpd08924	Vetispiradiene	C15H24	204	<a href=&#39;javascript:addTab("00900","Terpenoid biosynthesis","keggMapTabs","build_map","pathway=00900&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Terpenoid biosynthesis</a>	C12142
cpd08925	AMAC,<br>2-Aminoacridone	C13H10N2O	210	None	C12143
cpd08926	4-D-Hydroxysphinganine,<br>Phytosphingosine	C18H40NO3	318	<a href=&#39;javascript:addTab("00600","Sphingolipid metabolism","keggMapTabs","build_map","pathway=00600&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Sphingolipid metabolism</a>	C12144
cpd08927	N-Acyl-4-hydroxysphinganine,<br>Ceramide II,<br>Phytoceramide	C19H38NO4R	345	<a href=&#39;javascript:addTab("00600","Sphingolipid metabolism","keggMapTabs","build_map","pathway=00600&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Sphingolipid metabolism</a>	C12145
cpd08928	L-Threonine phosphate,<br>L-Threonine O-3-phosphate	C4H9NO6P	198	<a href=&#39;javascript:addTab("00860","Porphyrin and chlorophyll metabolism","keggMapTabs","build_map","pathway=00860&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Porphyrin and chlorophyll metabolism</a>	C12147
cpd08929	Stigmatellin,<br>Stigmatellin A	C30H42O7	514	<a href=&#39;javascript:addTab("01052","Type I polyketide structures","keggMapTabs","build_map","pathway=01052&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Type I polyketide structures</a>	C12148
cpd08930	Stigmatellin X	C28H38O6	470	None	C12149
cpd08931	Stigmatellin Y	C29H40O6	484	None	C12150
cpd08932	Mycolactone	C44H70O9	742	<a href=&#39;javascript:addTab("01052","Type I polyketide structures","keggMapTabs","build_map","pathway=01052&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Type I polyketide structures</a>	C12151
cpd08933	Niddamycin	C39H64NO14	770	<a href=&#39;javascript:addTab("01052","Type I polyketide structures","keggMapTabs","build_map","pathway=01052&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Type I polyketide structures</a>	C12152
cpd08934	Epothilone A	C26H39NO6S	493	<a href=&#39;javascript:addTab("01052","Type I polyketide structures","keggMapTabs","build_map","pathway=01052&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Type I polyketide structures</a>	C12153
cpd08935	Epothilone B	C27H41NO6S	507	None	C12154
cpd08936	Nystatin A1	C47H75NO17	925	<a href=&#39;javascript:addTab("01052","Type I polyketide structures","keggMapTabs","build_map","pathway=01052&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Type I polyketide structures</a>	C12155
cpd08937	Nystatin A3	C53H85NO20	1055	None	C12156
cpd08938	Myxalamid S	C25H41NO4	419	<a href=&#39;javascript:addTab("01052","Type I polyketide structures","keggMapTabs","build_map","pathway=01052&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Type I polyketide structures</a>	C12157
cpd08939	Myxalamid A	C26H41NO3	415	None	C12158
cpd08940	Myxalamid B	C25H39NO3	401	None	C12159
cpd08941	Myxalamid C	C24H37NO3	387	None	C12160
cpd08942	Myxalamid D	C23H35NO3	373	None	C12161
cpd08943	Crinine	C16H17NO3	271	None	C12162
cpd08944	Powelline	C17H19NO4	301	None	C12163
cpd08945	Bulbispermine,<br>Hamayne	C16H17NO4	287	None	C12164
cpd08946	3-O-Acetylhamayne	C18H19NO5	329	None	C12165
cpd08947	1-O-Acetyllycorine	C18H19NO5	329	None	C12166
cpd08948	Cherylline	C17H19NO3	285	None	C12167
cpd08949	Crinamidine	C17H19NO5	317	None	C12168
cpd08950	1-Epideacetylbowdensine	C17H21NO5	319	None	C12169
cpd08951	Zephyranthine	C16H19NO4	289	None	C12170
cpd08952	1,2-O-Diacetylzephyranthine	C20H23NO6	373	None	C12171
cpd08953	11alpha-Hydroxygalanthamine	C17H21NO4	303	None	C12172
cpd08954	N-Demethylgalanthamine,<br>Epinorgalanthamine,<br>Norgalanthamine	C16H19NO3	273	None	C12173
cpd08955	Hemanthidine,<br>Haemanthidine	C17H19NO5	317	None	C12174
cpd08956	Proansamycin X	C35H46NO10	640	<a href=&#39;javascript:addTab("01052","Type I polyketide structures","keggMapTabs","build_map","pathway=01052&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Type I polyketide structures</a><br><br><a href=&#39;javascript:addTab("01051","Biosynthesis of ansamycins","keggMapTabs","build_map","pathway=01051&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Biosynthesis of ansamycins</a>	C12176
cpd08957	Proansamitocin	C25H33NO6	443	None	C12177
cpd08958	3-Epimacronine	C18H21NO6	347	None	C12178
cpd08959	Tazettine	C18H21NO5	331	None	C12179
cpd08960	(-)-8-Demethylmaritidine	C16H19NO3	273	None	C12180
cpd08961	Ismine	C15H15NO3	257	None	C12181
cpd08962	Trispheridine,<br>Trisphaeridine	C14H9NO2	223	None	C12182
cpd08963	Obliquine	C26H28N2O5	448	None	C12183
cpd08964	Narcissidine	C18H23NO5	333	None	C12184
cpd08965	Nangustine	C16H17NO4	287	None	C12185
cpd08966	Pancracine	C16H17NO4	287	None	C12186
cpd08967	Pseudolycorine	C16H19NO4	289	None	C12187
cpd08968	Vasconine	C17H16NO2	266	None	C12188
cpd08969	Ungeremine	C16H12NO3	266	None	C12189
cpd08970	9-O-Demethylhomolycorine	C17H19NO4	301	None	C12190
cpd08971	ent-6beta-Hydroxybuphanisine	C17H19NO4	301	None	C12191
cpd08972	ent-6alpha-Hydroxybuphanisine	C17H19NO4	301	None	C12192
cpd08973	Vittatine	C16H17NO3	271	None	C12193
cpd08974	11-Hydroxyvittatine	C16H17NO4	287	None	C12194
cpd08975	Zephyramine	C17H21NO3	287	None	C12195
cpd08976	(+/-)-Bocconarborine A	C44H36N2O9	736	None	C12196
cpd08977	(+/-)-Bocconarborine B	C44H36N2O9	736	None	C12197
cpd08978	6-(2-Hydroxyethyl)-5,6-dihydrosanguinarine	C22H19NO5	377	None	C12198
cpd08979	3-Methoxy-3,4-dihydro-[1,3]-dioxolo-[4,5-j]-phenanthridine,<br>3-Methoxy-8,9-methylenedioxy-3,4-dihydrophenanthridine	C15H13NO3	255	None	C12199
cpd08980	6-Acetonyl-5,6-dihydrochelerythrine,<br>(+/-)-6-Acetonyldihydrochelerythrine	C24H23NO5	405	None	C12200
cpd08981	6-Acetonyl-5,6-dihydrosanguinarine,<br>(+/-)-6-Acetonyldihydrosanguinarine	C23H19NO5	389	None	C12201
cpd08982	Platenolide I,<br>Platenolide A	C20H32O6	368	None	C12202
cpd08983	5-Hydroxyferuloyl-CoA	C31H41N7O20P3S	956	<a href=&#39;javascript:addTab("00940","Phenylpropanoid biosynthesis","keggMapTabs","build_map","pathway=00940&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Phenylpropanoid biosynthesis</a>	C12203
cpd08984	5-Hydroxyconiferaldehyde	C10H10O4	194	<a href=&#39;javascript:addTab("00940","Phenylpropanoid biosynthesis","keggMapTabs","build_map","pathway=00940&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Phenylpropanoid biosynthesis</a>	C12204
cpd08985	5-Hydroxyconiferyl alcohol	C10H12O4	196	<a href=&#39;javascript:addTab("00940","Phenylpropanoid biosynthesis","keggMapTabs","build_map","pathway=00940&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Phenylpropanoid biosynthesis</a>	C12205
cpd08986	Caffeyl alcohol	C9H10O3	166	<a href=&#39;javascript:addTab("00940","Phenylpropanoid biosynthesis","keggMapTabs","build_map","pathway=00940&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Phenylpropanoid biosynthesis</a>	C12206
cpd08989	UDP-3-keto-D-glucose,<br>UDP-3-ketoglucose	C15H20N2O17P2	562	<a href=&#39;javascript:addTab("01051","Biosynthesis of ansamycins","keggMapTabs","build_map","pathway=01051&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Biosynthesis of ansamycins</a>	C12210
cpd08990	UDP-D-kanosamine,<br>UDP-kanosamine	C15H24N3O16P2	564	<a href=&#39;javascript:addTab("01051","Biosynthesis of ansamycins","keggMapTabs","build_map","pathway=01051&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Biosynthesis of ansamycins</a>	C12211
cpd08991	D-Kanosamine,<br>Kanosamine	C6H14NO5	180	<a href=&#39;javascript:addTab("01051","Biosynthesis of ansamycins","keggMapTabs","build_map","pathway=01051&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Biosynthesis of ansamycins</a>	C12212
cpd08992	D-Kanosamine 6-phosphate,<br>Kanosamine 6-phosphate	C6H14NO8P	259	<a href=&#39;javascript:addTab("01051","Biosynthesis of ansamycins","keggMapTabs","build_map","pathway=01051&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Biosynthesis of ansamycins</a>	C12213
cpd08993	Amino-D-fructose 6-phosphate,<br>Aminofructose 6-phosphate	C6H14NO8P	259	<a href=&#39;javascript:addTab("01051","Biosynthesis of ansamycins","keggMapTabs","build_map","pathway=01051&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Biosynthesis of ansamycins</a>	C12214
cpd08994	Imino-D-erythrose 4-phosphate,<br>Iminoerythrose 4-phosphate	C4H10NO6P	199	<a href=&#39;javascript:addTab("01051","Biosynthesis of ansamycins","keggMapTabs","build_map","pathway=01051&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Biosynthesis of ansamycins</a>	C12215
