Attributes {
	id:kb|g.236059
	source:KBase
	gene_subsystem_hash:HASH(0x5371b978)
	source_id:kb|g.236059
	geneAliasHash:HASH(0x4d6fb008)
	scientific_name:GFM TBepimetabat3256
	domain:Bacteria
	genetic_code:11
	dna_size:1750691
	num_contigs:204
	taxonomy:
	gc_content:
	complete:
	contigset_ref:2603/76/2
}
features (id	type	function	genomeID	delimiter	comment	start	stop	direction	contig	roleList) {
kb|g.236059.CDS.556	CDS		kb|g.236059	;	No annotated function	2950	2164	-	TBepi.metabat.3256_1004143	
kb|g.236059.CDS.557	CDS		kb|g.236059	;	No annotated function	2991	5364	+	TBepi.metabat.3256_1004143	
kb|g.236059.CDS.558	CDS		kb|g.236059	;	No annotated function	5366	5669	+	TBepi.metabat.3256_1004143	
kb|g.236059.CDS.559	CDS	Enoyl-CoA hydratase (EC 4.2.1.17)	kb|g.236059	none		5672	6476	+	TBepi.metabat.3256_1004143	Enoyl-CoA hydratase (EC 4.2.1.17)
kb|g.236059.CDS.560	CDS	Hemoglobin-like protein HbO	kb|g.236059	none		6875	6479	-	TBepi.metabat.3256_1004143	Hemoglobin-like protein HbO
kb|g.236059.CDS.561	CDS		kb|g.236059	;	No annotated function	6949	8359	+	TBepi.metabat.3256_1004143	
kb|g.236059.CDS.562	CDS		kb|g.236059	;	No annotated function	9284	8354	-	TBepi.metabat.3256_1004143	
kb|g.236059.CDS.563	CDS	5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)	kb|g.236059	none		64	1867	+	TBepi.metabat.3256_1003614	5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)
kb|g.236059.CDS.564	CDS	5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)	kb|g.236059	none		1847	3569	+	TBepi.metabat.3256_1003614	5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)
kb|g.236059.CDS.565	CDS		kb|g.236059	;	No annotated function	3662	4061	+	TBepi.metabat.3256_1003614	
kb|g.236059.CDS.566	CDS		kb|g.236059	;	No annotated function	4439	4115	-	TBepi.metabat.3256_1003614	
kb|g.236059.CDS.567	CDS		kb|g.236059	;	No annotated function	4681	4909	+	TBepi.metabat.3256_1003614	
kb|g.236059.CDS.568	CDS		kb|g.236059	;	No annotated function	4680	4515	-	TBepi.metabat.3256_1003614	
kb|g.236059.CDS.569	CDS	Fumarylacetoacetate hydrolase family protein	kb|g.236059	none		5716	4879	-	TBepi.metabat.3256_1003614	Fumarylacetoacetate hydrolase family protein
kb|g.236059.CDS.570	CDS	Lipoate synthase	kb|g.236059	none		7362	5706	-	TBepi.metabat.3256_1003614	Lipoate synthase
kb|g.236059.CDS.571	CDS		kb|g.236059	;	No annotated function	8818	7402	-	TBepi.metabat.3256_1003614	
kb|g.236059.CDS.572	CDS	Ribonuclease HI (EC 3.1.26.4)	kb|g.236059	none		9322	8857	-	TBepi.metabat.3256_1003614	Ribonuclease HI (EC 3.1.26.4)
kb|g.236059.CDS.573	CDS		kb|g.236059	;	No annotated function	9779	9323	-	TBepi.metabat.3256_1003614	
kb|g.236059.CDS.574	CDS		kb|g.236059	;	No annotated function	1483	2884	+	TBepi.metabat.3256_1001555	
kb|g.236059.CDS.575	CDS	Ribonuclease HII (EC 3.1.26.4)	kb|g.236059	none		2876	3551	+	TBepi.metabat.3256_1001555	Ribonuclease HII (EC 3.1.26.4)
kb|g.236059.CDS.576	CDS		kb|g.236059	;	No annotated function	3735	5670	+	TBepi.metabat.3256_1001555	
kb|g.236059.CDS.577	CDS		kb|g.236059	;	No annotated function	5891	7526	+	TBepi.metabat.3256_1001555	
kb|g.236059.CDS.578	CDS	Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)	kb|g.236059	none		7628	9674	+	TBepi.metabat.3256_1001555	Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)
kb|g.236059.CDS.579	CDS	Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)	kb|g.236059	none		9735	10734	+	TBepi.metabat.3256_1001555	Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)
kb|g.236059.CDS.580	CDS	Oligopeptide transport system permease protein OppC (TC 3.A.1.5.1)	kb|g.236059	none		10738	11743	+	TBepi.metabat.3256_1001555	Oligopeptide transport system permease protein OppC (TC 3.A.1.5.1)
kb|g.236059.CDS.581	CDS	Cell division inhibitor	kb|g.236059	none		12777	11853	-	TBepi.metabat.3256_1001555	Cell division inhibitor
kb|g.236059.CDS.582	CDS		kb|g.236059	;	No annotated function	13649	12773	-	TBepi.metabat.3256_1001555	
kb|g.236059.CDS.583	CDS		kb|g.236059	;	No annotated function	13683	14907	+	TBepi.metabat.3256_1001555	
kb|g.236059.CDS.584	CDS	Exodeoxyribonuclease III (EC 3.1.11.2)	kb|g.236059	none		14911	15682	+	TBepi.metabat.3256_1001555	Exodeoxyribonuclease III (EC 3.1.11.2)
kb|g.236059.CDS.585	CDS	ATP-dependent DNA helicase UvrD/PcrA	kb|g.236059	none		16734	15693	-	TBepi.metabat.3256_1001555	ATP-dependent DNA helicase UvrD/PcrA
kb|g.236059.CDS.586	CDS	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	kb|g.236059	none		4	466	+	TBepi.metabat.3256_1001304	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)
kb|g.236059.CDS.587	CDS	Glycine cleavage system H protein	kb|g.236059	none		496	874	+	TBepi.metabat.3256_1001304	Glycine cleavage system H protein
kb|g.236059.CDS.588	CDS		kb|g.236059	;	No annotated function	924	1398	+	TBepi.metabat.3256_1001304	
kb|g.236059.CDS.589	CDS	transcriptional regulator, MerR family	kb|g.236059	none		1394	2219	+	TBepi.metabat.3256_1001304	transcriptional regulator, MerR family
kb|g.236059.CDS.590	CDS		kb|g.236059	;	No annotated function	2285	2759	+	TBepi.metabat.3256_1001304	
kb|g.236059.CDS.591	CDS		kb|g.236059	;	No annotated function	2773	3364	+	TBepi.metabat.3256_1001304	
kb|g.236059.CDS.592	CDS	Alcohol dehydrogenase (EC 1.1.1.1)	kb|g.236059	none		4339	3349	-	TBepi.metabat.3256_1001304	Alcohol dehydrogenase (EC 1.1.1.1)
kb|g.236059.CDS.593	CDS		kb|g.236059	;	No annotated function	4394	6236	+	TBepi.metabat.3256_1001304	
kb|g.236059.CDS.594	CDS		kb|g.236059	;	No annotated function	6246	7605	+	TBepi.metabat.3256_1001304	
kb|g.236059.CDS.595	CDS		kb|g.236059	;	No annotated function	8925	9087	+	TBepi.metabat.3256_1001304	
kb|g.236059.CDS.596	CDS		kb|g.236059	;	No annotated function	8908	8119	-	TBepi.metabat.3256_1001304	
kb|g.236059.CDS.597	CDS	Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)	kb|g.236059	none		9870	9039	-	TBepi.metabat.3256_1001304	Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)
kb|g.236059.CDS.598	CDS	Thiazole biosynthesis protein ThiG	kb|g.236059	none		9933	10713	+	TBepi.metabat.3256_1001304	Thiazole biosynthesis protein ThiG
kb|g.236059.CDS.599	CDS		kb|g.236059	;	No annotated function	10786	11254	+	TBepi.metabat.3256_1001304	
kb|g.236059.CDS.600	CDS		kb|g.236059	;	No annotated function	11250	11643	+	TBepi.metabat.3256_1001304	
kb|g.236059.CDS.601	CDS	Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)	kb|g.236059	none		11653	12718	+	TBepi.metabat.3256_1001304	Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)
kb|g.236059.CDS.602	CDS	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P1 protein) (EC 1.4.4.2)	kb|g.236059	none		12717	14088	+	TBepi.metabat.3256_1001304	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P1 protein) (EC 1.4.4.2)
kb|g.236059.CDS.603	CDS	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P2 protein) (EC 1.4.4.2)	kb|g.236059	none		14084	15602	+	TBepi.metabat.3256_1001304	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P2 protein) (EC 1.4.4.2)
kb|g.236059.CDS.604	CDS	Ribulose-5-phosphate 4-epimerase and related epimerases and aldolases	kb|g.236059	none		16384	15619	-	TBepi.metabat.3256_1001304	Ribulose-5-phosphate 4-epimerase and related epimerases and aldolases
kb|g.236059.CDS.605	CDS		kb|g.236059	;	No annotated function	16815	16449	-	TBepi.metabat.3256_1001304	
kb|g.236059.CDS.606	CDS		kb|g.236059	;	No annotated function	17261	16811	-	TBepi.metabat.3256_1001304	
kb|g.236059.CDS.607	CDS		kb|g.236059	;	No annotated function	17484	17952	+	TBepi.metabat.3256_1001304	
kb|g.236059.CDS.608	CDS		kb|g.236059	;	No annotated function	18379	17953	-	TBepi.metabat.3256_1001304	
kb|g.236059.CDS.609	CDS	Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1)	kb|g.236059	none		1146	159	-	TBepi.metabat.3256_1000645	Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1)
kb|g.236059.CDS.610	CDS	Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)	kb|g.236059	none		2171	1142	-	TBepi.metabat.3256_1000645	Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)
kb|g.236059.CDS.611	CDS		kb|g.236059	;	No annotated function	3073	2170	-	TBepi.metabat.3256_1000645	
kb|g.236059.CDS.612	CDS		kb|g.236059	;	No annotated function	4022	3065	-	TBepi.metabat.3256_1000645	
kb|g.236059.CDS.613	CDS		kb|g.236059	;	No annotated function	4094	5732	+	TBepi.metabat.3256_1000645	
kb|g.236059.CDS.614	CDS	Gll1135 protein	kb|g.236059	none		5810	7328	+	TBepi.metabat.3256_1000645	Gll1135 protein
kb|g.236059.CDS.615	CDS		kb|g.236059	;	No annotated function	7333	8677	+	TBepi.metabat.3256_1000645	
kb|g.236059.CDS.616	CDS		kb|g.236059	;	No annotated function	9744	9573	-	TBepi.metabat.3256_1000645	
kb|g.236059.CDS.617	CDS	POSSIBLE METHYLTRANSFERASE (METHYLASE)	kb|g.236059	none		15326	9824	-	TBepi.metabat.3256_1000645	POSSIBLE METHYLTRANSFERASE (METHYLASE)
kb|g.236059.CDS.618	CDS	Dephospho-CoA kinase (EC 2.7.1.24)	kb|g.236059	none		15460	16087	+	TBepi.metabat.3256_1000645	Dephospho-CoA kinase (EC 2.7.1.24)
kb|g.236059.CDS.619	CDS	Excinuclease ABC subunit B	kb|g.236059	none		16079	18128	+	TBepi.metabat.3256_1000645	Excinuclease ABC subunit B
kb|g.236059.CDS.620	CDS	Excinuclease ABC subunit A	kb|g.236059	none		18150	20997	+	TBepi.metabat.3256_1000645	Excinuclease ABC subunit A
kb|g.236059.CDS.621	CDS	Fructokinase (EC 2.7.1.4)	kb|g.236059	none		21884	20969	-	TBepi.metabat.3256_1000645	Fructokinase (EC 2.7.1.4)
kb|g.236059.CDS.622	CDS	Quinolinate synthetase (EC 2.5.1.72)	kb|g.236059	none		23042	21926	-	TBepi.metabat.3256_1000645	Quinolinate synthetase (EC 2.5.1.72)
kb|g.236059.CDS.623	CDS	Excinuclease ABC subunit C	kb|g.236059	none		23129	25037	+	TBepi.metabat.3256_1000645	Excinuclease ABC subunit C
kb|g.236059.CDS.624	CDS		kb|g.236059	;	No annotated function	25047	25905	+	TBepi.metabat.3256_1000645	
kb|g.236059.CDS.625	CDS		kb|g.236059	;	No annotated function	25901	26765	+	TBepi.metabat.3256_1000645	
kb|g.236059.CDS.626	CDS		kb|g.236059	;	No annotated function	328	1426	+	TBepi.metabat.3256_1002600	
kb|g.236059.CDS.627	CDS	Glycosyltransferase	kb|g.236059	none		2525	1421	-	TBepi.metabat.3256_1002600	Glycosyltransferase
kb|g.236059.CDS.628	CDS		kb|g.236059	;	No annotated function	4008	2514	-	TBepi.metabat.3256_1002600	
kb|g.236059.CDS.629	CDS		kb|g.236059	;	No annotated function	4433	4055	-	TBepi.metabat.3256_1002600	
kb|g.236059.CDS.630	CDS	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	kb|g.236059	none		5264	4436	-	TBepi.metabat.3256_1002600	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)
kb|g.236059.CDS.631	CDS		kb|g.236059	;	No annotated function	5263	5914	+	TBepi.metabat.3256_1002600	
kb|g.236059.CDS.632	CDS	Cysteinyl-tRNA synthetase (EC 6.1.1.16)	kb|g.236059	none		5917	7042	+	TBepi.metabat.3256_1002600	Cysteinyl-tRNA synthetase (EC 6.1.1.16)
kb|g.236059.CDS.633	CDS	Threonyl-tRNA synthetase (EC 6.1.1.3)	kb|g.236059	none		7069	9070	+	TBepi.metabat.3256_1002600	Threonyl-tRNA synthetase (EC 6.1.1.3)
kb|g.236059.CDS.634	CDS		kb|g.236059	;	No annotated function	9069	9573	+	TBepi.metabat.3256_1002600	
kb|g.236059.CDS.635	CDS		kb|g.236059	;	No annotated function	9613	10450	+	TBepi.metabat.3256_1002600	
kb|g.236059.CDS.636	CDS		kb|g.236059	;	No annotated function	10452	11358	+	TBepi.metabat.3256_1002600	
kb|g.236059.CDS.637	CDS		kb|g.236059	;	No annotated function	11354	12467	+	TBepi.metabat.3256_1002600	
kb|g.236059.CDS.638	CDS	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	kb|g.236059	none		67	1084	+	TBepi.metabat.3256_1013292	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)
kb|g.236059.CDS.639	CDS	Phosphoglycerate kinase (EC 2.7.2.3)	kb|g.236059	none		1080	2265	+	TBepi.metabat.3256_1013292	Phosphoglycerate kinase (EC 2.7.2.3)
kb|g.236059.CDS.640	CDS	Triosephosphate isomerase (EC 5.3.1.1)	kb|g.236059	none		2270	3056	+	TBepi.metabat.3256_1013292	Triosephosphate isomerase (EC 5.3.1.1)
kb|g.236059.CDS.641	CDS	Preprotein translocase subunit SecG (TC 3.A.5.1.1)	kb|g.236059	none		3082	3310	+	TBepi.metabat.3256_1013292	Preprotein translocase subunit SecG (TC 3.A.5.1.1)
kb|g.236059.CDS.642	CDS		kb|g.236059	;	No annotated function	3713	3554	-	TBepi.metabat.3256_1013292	
kb|g.236059.CDS.643	CDS	Translation initiation factor 2	kb|g.236059	none		8	1832	+	TBepi.metabat.3256_1009584	Translation initiation factor 2
kb|g.236059.CDS.644	CDS		kb|g.236059	;	No annotated function	1903	2212	+	TBepi.metabat.3256_1009584	
kb|g.236059.CDS.645	CDS	tRNA pseudouridine synthase B (EC 4.2.1.70)	kb|g.236059	none		2208	3132	+	TBepi.metabat.3256_1009584	tRNA pseudouridine synthase B (EC 4.2.1.70)
kb|g.236059.CDS.646	CDS	Riboflavin kinase (EC 2.7.1.26) / FMN adenylyltransferase (EC 2.7.7.2)	kb|g.236059	none		3167	4103	+	TBepi.metabat.3256_1009584	Riboflavin kinase (EC 2.7.1.26);FMN adenylyltransferase (EC 2.7.7.2)
kb|g.236059.CDS.647	CDS		kb|g.236059	;	No annotated function	4215	4068	-	TBepi.metabat.3256_1009584	
kb|g.236059.CDS.648	CDS	SSU ribosomal protein S15p (S13e)	kb|g.236059	none		4214	4484	+	TBepi.metabat.3256_1009584	SSU ribosomal protein S15p (S13e)
kb|g.236059.CDS.649	CDS		kb|g.236059	;	No annotated function	9	267	+	TBepi.metabat.3256_1008947	
kb|g.236059.CDS.650	CDS		kb|g.236059	;	No annotated function	253	388	+	TBepi.metabat.3256_1008947	
kb|g.236059.CDS.651	CDS		kb|g.236059	;	No annotated function	969	408	-	TBepi.metabat.3256_1008947	
kb|g.236059.CDS.652	CDS		kb|g.236059	;	No annotated function	1720	1033	-	TBepi.metabat.3256_1008947	
kb|g.236059.CDS.653	CDS	Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8) / Adenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.10)	kb|g.236059	none		2516	1820	-	TBepi.metabat.3256_1008947	Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8);Adenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.10)
kb|g.236059.CDS.654	CDS	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	kb|g.236059	none		2560	3541	+	TBepi.metabat.3256_1008947	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)
kb|g.236059.CDS.655	CDS	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	kb|g.236059	none		3543	4827	+	TBepi.metabat.3256_1008947	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)
kb|g.236059.CDS.656	CDS		kb|g.236059	;	No annotated function	5314	4837	-	TBepi.metabat.3256_1008947	
kb|g.236059.CDS.657	CDS		kb|g.236059	;	No annotated function	2276	602	-	TBepi.metabat.3256_1006573	
kb|g.236059.CDS.658	CDS	Ferrous iron transport peroxidase EfeB	kb|g.236059	none		3542	2321	-	TBepi.metabat.3256_1006573	Ferrous iron transport peroxidase EfeB
kb|g.236059.CDS.659	CDS		kb|g.236059	;	No annotated function	4411	3538	-	TBepi.metabat.3256_1006573	
kb|g.236059.CDS.660	CDS	Signal peptidase I (EC 3.4.21.89)	kb|g.236059	none		5131	4447	-	TBepi.metabat.3256_1006573	Signal peptidase I (EC 3.4.21.89)
kb|g.236059.CDS.661	CDS	D-aminoacylase (EC 3.5.1.81)	kb|g.236059	none		6902	5171	-	TBepi.metabat.3256_1006573	D-aminoacylase (EC 3.5.1.81)
kb|g.236059.CDS.662	CDS		kb|g.236059	;	No annotated function	1648	3199	+	TBepi.metabat.3256_1004649	
kb|g.236059.CDS.663	CDS		kb|g.236059	;	No annotated function	3198	4368	+	TBepi.metabat.3256_1004649	
kb|g.236059.CDS.664	CDS		kb|g.236059	;	No annotated function	4645	4333	-	TBepi.metabat.3256_1004649	
kb|g.236059.CDS.665	CDS		kb|g.236059	;	No annotated function	4619	6584	+	TBepi.metabat.3256_1004649	
kb|g.236059.CDS.666	CDS		kb|g.236059	;	No annotated function	8511	6546	-	TBepi.metabat.3256_1004649	
kb|g.236059.CDS.667	CDS	Dihydroorotate dehydrogenase, catalytic subunit (EC 1.3.3.1)	kb|g.236059	none		1274	398	-	TBepi.metabat.3256_1003588	Dihydroorotate dehydrogenase, catalytic subunit (EC 1.3.3.1)
kb|g.236059.CDS.668	CDS	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	kb|g.236059	none		4654	1306	-	TBepi.metabat.3256_1003588	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)
kb|g.236059.CDS.669	CDS	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	kb|g.236059	none		5732	4637	-	TBepi.metabat.3256_1003588	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)
kb|g.236059.CDS.670	CDS	Dihydroorotase (EC 3.5.2.3)	kb|g.236059	none		7072	5728	-	TBepi.metabat.3256_1003588	Dihydroorotase (EC 3.5.2.3)
kb|g.236059.CDS.671	CDS	Aspartate carbamoyltransferase (EC 2.1.3.2)	kb|g.236059	none		8060	7064	-	TBepi.metabat.3256_1003588	Aspartate carbamoyltransferase (EC 2.1.3.2)
kb|g.236059.CDS.672	CDS		kb|g.236059	;	No annotated function	8623	8056	-	TBepi.metabat.3256_1003588	
kb|g.236059.CDS.673	CDS		kb|g.236059	;	No annotated function	9113	8705	-	TBepi.metabat.3256_1003588	
kb|g.236059.CDS.674	CDS	Translation elongation factor P	kb|g.236059	none		9673	9112	-	TBepi.metabat.3256_1003588	Translation elongation factor P
kb|g.236059.CDS.675	CDS	3-dehydroquinate dehydratase II (EC 4.2.1.10)	kb|g.236059	none		10222	9766	-	TBepi.metabat.3256_1003588	3-dehydroquinate dehydratase II (EC 4.2.1.10)
kb|g.236059.CDS.676	CDS	tRNA dimethylallyltransferase (EC 2.5.1.75)	kb|g.236059	none		103	1006	+	TBepi.metabat.3256_1009857	tRNA dimethylallyltransferase (EC 2.5.1.75)
kb|g.236059.CDS.677	CDS	Diaminopimelate epimerase (EC 5.1.1.7)	kb|g.236059	none		1002	1791	+	TBepi.metabat.3256_1009857	Diaminopimelate epimerase (EC 5.1.1.7)
kb|g.236059.CDS.678	CDS	GTP-binding protein HflX	kb|g.236059	none		1787	3068	+	TBepi.metabat.3256_1009857	GTP-binding protein HflX
kb|g.236059.CDS.679	CDS	N-succinyl-L,L-diaminopimelate aminotransferase alternative (EC 2.6.1.17)	kb|g.236059	none		3067	4177	+	TBepi.metabat.3256_1009857	N-succinyl-L,L-diaminopimelate aminotransferase alternative (EC 2.6.1.17)
kb|g.236059.CDS.680	CDS	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)	kb|g.236059	none		4229	5054	+	TBepi.metabat.3256_1009857	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)
kb|g.236059.CDS.681	CDS	Serine/threonine protein kinase PrkC, regulator of stationary phase	kb|g.236059	none		6	642	+	TBepi.metabat.3256_1008547	Serine/threonine protein kinase PrkC, regulator of stationary phase
kb|g.236059.CDS.682	CDS		kb|g.236059	;	No annotated function	641	926	+	TBepi.metabat.3256_1008547	
kb|g.236059.CDS.683	CDS		kb|g.236059	;	No annotated function	988	1867	+	TBepi.metabat.3256_1008547	
kb|g.236059.CDS.684	CDS		kb|g.236059	;	No annotated function	1863	3486	+	TBepi.metabat.3256_1008547	
kb|g.236059.CDS.685	CDS		kb|g.236059	;	No annotated function	3891	3486	-	TBepi.metabat.3256_1008547	
kb|g.236059.CDS.686	CDS	putative esterase/lipase	kb|g.236059	none		3947	4709	+	TBepi.metabat.3256_1008547	putative esterase/lipase
kb|g.236059.CDS.687	CDS		kb|g.236059	;	No annotated function	4705	5014	+	TBepi.metabat.3256_1008547	
kb|g.236059.CDS.688	CDS	DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)	kb|g.236059	none		89	443	+	TBepi.metabat.3256_1003425	DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)
kb|g.236059.CDS.689	CDS	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36) / Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)	kb|g.236059	none		456	1704	+	TBepi.metabat.3256_1003425	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36);Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)
kb|g.236059.CDS.690	CDS	S-adenosylmethionine synthetase (EC 2.5.1.6)	kb|g.236059	none		1700	2897	+	TBepi.metabat.3256_1003425	S-adenosylmethionine synthetase (EC 2.5.1.6)
kb|g.236059.CDS.691	CDS		kb|g.236059	;	No annotated function	2907	4680	+	TBepi.metabat.3256_1003425	
kb|g.236059.CDS.692	CDS	Peptide deformylase (EC 3.5.1.88)	kb|g.236059	none		4689	5223	+	TBepi.metabat.3256_1003425	Peptide deformylase (EC 3.5.1.88)
kb|g.236059.CDS.693	CDS	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	kb|g.236059	none		5225	6122	+	TBepi.metabat.3256_1003425	Methionyl-tRNA formyltransferase (EC 2.1.2.9)
kb|g.236059.CDS.694	CDS	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	kb|g.236059	none		6121	6823	+	TBepi.metabat.3256_1003425	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)
kb|g.236059.CDS.695	CDS	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)	kb|g.236059	none		6832	7852	+	TBepi.metabat.3256_1003425	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26);5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)
kb|g.236059.CDS.696	CDS	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II (EC 3.5.4.25)	kb|g.236059	none		7848	9069	+	TBepi.metabat.3256_1003425	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12);GTP cyclohydrolase II (EC 3.5.4.25)
kb|g.236059.CDS.697	CDS	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)	kb|g.236059	none		9055	9586	+	TBepi.metabat.3256_1003425	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)
kb|g.236059.CDS.698	CDS	ATP phosphoribosyltransferase (EC 2.4.2.17)	kb|g.236059	none		9587	10472	+	TBepi.metabat.3256_1003425	ATP phosphoribosyltransferase (EC 2.4.2.17)
kb|g.236059.CDS.699	CDS	DNA polymerase III alpha subunit (EC 2.7.7.7)	kb|g.236059	none		71	1214	+	TBepi.metabat.3256_1001819	DNA polymerase III alpha subunit (EC 2.7.7.7)
kb|g.236059.CDS.700	CDS		kb|g.236059	;	No annotated function	1259	1517	+	TBepi.metabat.3256_1001819	
kb|g.236059.CDS.701	CDS		kb|g.236059	;	No annotated function	1636	3259	+	TBepi.metabat.3256_1001819	
kb|g.236059.CDS.702	CDS		kb|g.236059	;	No annotated function	4886	3389	-	TBepi.metabat.3256_1001819	
kb|g.236059.CDS.703	CDS		kb|g.236059	;	No annotated function	5016	5544	+	TBepi.metabat.3256_1001819	
kb|g.236059.CDS.704	CDS	FIG00821176: hypothetical protein	kb|g.236059	none		6614	5543	-	TBepi.metabat.3256_1001819	FIG00821176: hypothetical protein
kb|g.236059.CDS.705	CDS		kb|g.236059	;	No annotated function	6763	7363	+	TBepi.metabat.3256_1001819	
kb|g.236059.CDS.706	CDS		kb|g.236059	;	No annotated function	7388	7952	+	TBepi.metabat.3256_1001819	
kb|g.236059.CDS.707	CDS		kb|g.236059	;	No annotated function	8791	7972	-	TBepi.metabat.3256_1001819	
kb|g.236059.CDS.708	CDS	Mlr1763 protein	kb|g.236059	none		8847	9543	+	TBepi.metabat.3256_1001819	Mlr1763 protein
kb|g.236059.CDS.709	CDS		kb|g.236059	;	No annotated function	9976	9538	-	TBepi.metabat.3256_1001819	
kb|g.236059.CDS.710	CDS		kb|g.236059	;	No annotated function	11353	9985	-	TBepi.metabat.3256_1001819	
kb|g.236059.CDS.711	CDS	Omega-amino acid--pyruvate aminotransferase (EC 2.6.1.18)	kb|g.236059	none		12777	11394	-	TBepi.metabat.3256_1001819	Omega-amino acid--pyruvate aminotransferase (EC 2.6.1.18)
